,nb_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,num_stars,cluster
1281,1203545,False,1.0,0.4444444444444444,1.0,0.5,True,False,3.0,0.0,1.0,1.5714285714285714,False,False,1.0,False,False,0.0,1
1282,1204866,False,1.0,0.0,2.0,0.0,False,True,0.0,1.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1283,1205814,False,0.9997706446607256,0.6666666666666666,1.0,0.5,False,False,1.0,0.0,0.9,4.1,False,False,0.0,False,False,0.0,1
1284,1207402,False,1.0,0.5,1.0,1.0,False,True,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1285,1208634,False,0.9915626765554136,0.4,1.0,0.25,False,True,1.0,0.0,0.875,6.375,True,True,5.0,False,False,0.0,1
1286,1209554,False,0.9997706446607256,0.42857142857142855,1.0,0.0,False,True,3.0,0.0,0.6666666666666666,2.0,True,False,0.0,False,False,0.0,1
1287,1211432,False,0.9999679560239568,0.4444444444444444,1.0,0.25,True,False,1.0,0.0,1.0,11.5,False,False,0.0,False,False,0.0,1
1288,1211712,False,0.9999679560239568,0.4444444444444444,1.0,0.25,True,False,1.0,0.0,1.0,11.5,False,False,0.0,False,False,0.0,1
1289,1212176,False,1.0,0.5,1.0,0.0,False,True,1.0,0.5,1.0,0.0,False,False,13.0,False,False,0.0,1
1290,1212712,False,1.0,0.4310344827586207,1.0,0.2,False,True,2.0,0.0,0.95,2.175,False,False,5.0,False,False,0.0,1
1291,1212870,False,0.6015414549212741,0.0,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1292,1212922,False,0.6944021417555023,0.5,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1293,1213256,False,0.966259870782484,0.0,5.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
