,nb_id,repo_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,has_reqtext,num_stars,cluster,cluster_dist
44455,47002,167913866,False,0.6666666666666666,0.5,0.75,0.5,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,False,0.75,False,False,False,0.5,4,0.1362640608953408
44458,47005,167913261,False,0.6666666666666666,0.6071428571428572,0.5,0.5714285714285714,False,True,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.7333333333333333,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44461,47008,167912270,False,0.6666666666666666,0.6206896551724138,0.6666666666666666,0.5961538461538463,True,True,0.8,0.5,0.6486486486486487,0.9459234608985024,False,False,0.75,False,False,False,0.5,1,0.03877971698209992
44477,47024,167912709,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6363636363636364,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44488,47035,167912249,False,0.6510020656255178,0.638888888888889,0.6666666666666666,0.5,True,True,0.6666666666666666,0.5,0.6478873239436619,0.8724489795918368,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44584,47133,167911001,False,0.6666666666666666,0.6146341463414634,0.6666666666666666,0.5913043478260869,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,True,0.9411764705882353,True,False,False,0.5,2,0.09168566143514584
44585,47134,167911003,False,0.6666666666666666,0.6000000000000001,0.6666666666666666,0.6666666666666666,False,True,0.6666666666666666,0.5151515151515151,0.638888888888889,0.8796296296296297,False,True,0.5,False,False,False,0.5,3,0.08129710848133462
44587,47136,167908444,False,0.6649599601138956,0.5714285714285714,0.6666666666666666,0.5555555555555556,False,True,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,False,False,0.9090909090909091,False,False,False,0.5,1,0.03877971698209992
44595,47144,167913572,False,0.6666666666666666,0.6176470588235294,0.6666666666666666,0.5789473684210527,False,True,0.6666666666666666,0.5,0.6666666666666666,0.7757009345794392,False,False,0.75,False,False,False,0.5,1,0.03877971698209992
44613,47162,167912144,True,0.6666666666666666,0.65,0.6666666666666666,0.6000000000000001,True,True,0.8,0.5,0.6666666666666666,0.953125,False,False,0.75,False,False,False,0.5,1,0.03877971698209992
44628,47177,167919431,False,0.6659234033693704,0.5882352941176471,0.6666666666666666,0.5161290322580645,False,True,0.6666666666666666,0.5270270270270271,0.6329113924050632,0.9271356783919598,True,True,0.8333333333333334,False,True,False,0.9375,2,0.09168566143514584
44629,47178,167915615,False,0.6638956912394459,0.5681818181818182,0.75,0.5714285714285714,False,True,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,False,False,0.9411764705882353,False,False,False,0.8888888888888888,1,0.03877971698209992
44631,47180,167918275,False,0.6665957699973227,0.6000000000000001,0.6666666666666666,0.55,True,True,0.6666666666666666,0.5,0.6595744680851063,0.7333333333333333,False,True,0.8,False,False,False,0.8,2,0.09168566143514584
