nb_id,repo_id,num_projects,num_ds_projects,num_followers,account_age
1201202,83247711,41,5,36,5
1201227,83247711,41,5,36,5
1201268,61190363,2,2,0,5
1201340,64606807,133,17,39,13
1201365,50782746,32,6,28,9
1201902,68233974,19,11,0,5
1202156,93292118,131,16,227,5
1202470,64606807,133,17,39,13
1202541,39964941,7,4,1,7
1203012,54244052,5,3,2,6
1203191,74897953,22,9,64,6
1203369,74897953,22,9,64,6
1203437,59051699,12,4,18,8
1203545,83247711,41,5,36,5
1203769,59786452,6,3,4,6
1203855,59786452,6,3,4,6
1203856,59786452,6,3,4,6
1204311,96126882,1,1,0,6
1204466,15124520,27,4,11,8
1204591,44220745,26,2,4,11
120477,60435970,13,7,1,7
1204858,15124520,27,4,11,8
1204859,15124520,27,4,11,8
1204866,85071819,20,9,4,4
120509,61073464,,,,
1205630,36365820,50,2,17,12
120572,68899162,,,,
1205767,68715936,21,13,2,5
1205768,68715936,21,13,2,5
1205814,68604593,10,2,15,7
1205980,54361124,61,8,43,7
1206150,88397625,72,15,50,6
1206498,72426266,70,26,65,7
1206844,41597852,98,21,93,8
1207323,17385430,6,0,4,7
1207402,88417162,1,1,0,4
1208053,85186886,71,33,74,6
1208634,95717000,14,4,0,5
12089,30078602,63,0,6,10
1209113,51233056,7,2,9,6
1209389,67945149,83,14,201,10
1209554,68604593,10,2,15,7
1209732,92964180,12,4,0,5
1210043,89762755,10,9,1,4
1210529,78586348,14,9,2,4
1210666,52626322,13,2,2,6
1210800,52626322,13,2,2,6
121091,63160300,22,2,6,5
1210996,47866175,17,2,1,6
1211432,74897953,22,9,64,6
1211632,73537105,86,16,237,6
1211712,74897953,22,9,64,6
121181,55179614,7,6,2,6
1211864,70537682,46,6,16,7
1212176,77207301,61,15,20,5
1212348,15124520,27,4,11,8
121236,41806912,10,3,6,8
1212533,15124520,27,4,11,8
1212712,64559104,53,10,5,7
1212819,42681100,14,1,0,7
121286,49469452,27,3,10,9
1212870,73549259,21,1,12,11
1212922,88134043,24,2,15,8
1212947,41806912,10,3,6,8
1213256,80941131,8,4,0,5
1213683,55952847,127,16,54,10
1213787,80882387,7,3,1,4
1213959,69056869,71,13,7,7
1214094,52626322,13,2,2,6
1214779,93292118,131,16,227,5
1215235,89196346,16,4,8,4
1215769,73209564,186,34,8962,11
1215903,73209564,186,34,8962,11
1215904,73209564,186,34,8962,11
1216257,90909152,25,4,49,8
1216292,84634570,18,4,1,4
121667,90590288,24,12,8,6
1216738,67945149,83,14,201,10
1216866,51873666,21,4,10,6
1217590,61909809,21,4,0,7
1217703,36559244,43,0,0,6
1217868,72153021,1,1,0,5
1218242,37873718,6,0,2,7
1218461,70752864,86,27,4,7
1218544,41806912,10,3,6,8
1218807,39764686,58,0,39,7
1218887,88977476,76,6,98,9
1218911,73549259,21,1,12,11
1219418,96188406,38,9,103,8
121986,72426266,70,26,65,7
1219866,78057144,14,8,0,7
1219980,39964941,7,4,1,7
1220043,52626322,13,2,2,6
1220044,52626322,13,2,2,6
1220426,15124520,27,4,11,8
1220583,68081214,39,3,51,9
1220660,89198996,67,38,31,6
1221355,42681100,14,1,0,7
1221356,42681100,14,1,0,7
1222,91130687,45,19,60,7
122210,75994523,27,9,12,6
1222469,69056869,71,13,7,7
1222615,50782746,32,6,28,9
1222678,73549259,21,1,12,11
1222720,50782746,32,6,28,9
1222731,83922951,37,9,15,7
1223386,76186730,58,7,8,7
1224013,75626605,19,4,7,6
1224130,29408527,28,2,60,9
1224368,39964941,7,4,1,7
1224464,22551349,11,1,55,10
1224598,73549259,21,1,12,11
1224654,27120641,460,34,802,11
1224778,67824983,29,0,0,8
122500,61073464,,,,
122521,69742672,11,3,4,7
122522,69742672,11,3,4,7
122523,69742672,11,3,4,7
1225425,30062330,16,4,8,7
1225726,75626605,19,4,7,6
1226084,90909152,25,4,49,8
1226135,68741949,22,2,17,6
1226440,84958015,7,4,0,5
1226956,82463896,5,2,2,5
1226957,82463896,5,2,2,5
1226982,92088010,4,1,1,6
1227067,37873718,6,0,2,7
1227159,41806912,10,3,6,8
1227795,79238732,22,19,1,6
1228168,87239313,3,1,0,4
1228409,42850227,10,2,1,6
1228450,92098416,62,5,0,8
1228509,43136378,9,1,0,8
1228563,50466756,1,0,0,5
1228667,80941131,8,4,0,5
1228949,34647497,14,2,8,9
1228971,39974245,37,2,0,7
1228974,52626322,13,2,2,6
12290,59071478,37,14,9,6
1229178,52626322,13,2,2,6
1229218,81791748,25,7,3,8
1229219,81791748,25,7,3,8
1229633,70344616,15,1,17,9
1229634,70344616,15,1,17,9
122995,89198996,67,38,31,6
1229975,79238732,22,19,1,6
1230133,10116900,17,0,7,8
1230216,86403369,,,,
1230352,43486388,3,2,0,6
1230727,22551349,11,1,55,10
1230735,70752864,86,27,4,7
123085,73549259,21,1,12,11
1231553,42681100,14,1,0,7
1231712,59786452,6,3,4,6
1231817,68233974,19,11,0,5
1231891,85241333,9,4,3,8
1232033,60874537,13,10,2,5
1232277,70752864,86,27,4,7
1232541,59801052,4,2,1,5
1232751,52472067,6,1,0,5
1233616,70108149,19,1,6,7
1233696,17229048,5,0,0,8
1233942,59786452,6,3,4,6
1233943,59786452,6,3,4,6
1233944,59786452,6,3,4,6
1233945,59786452,6,3,4,6
1233946,59786452,6,3,4,6
1234156,83247711,41,5,36,5
1234157,83247711,41,5,36,5
1234288,68017955,7,3,0,5
1234375,74256624,8,6,0,6
1234414,15124520,27,4,11,8
1234435,30078602,63,0,6,10
1234470,80079154,31,0,22,10
1234597,74897953,22,9,64,6
1234631,15124520,27,4,11,8
1234711,74897953,22,9,64,6
1235242,79238732,22,19,1,6
1235392,66764541,43,2,42,7
1235535,30078602,63,0,6,10
1235577,44319376,,,,
1235899,73995338,83,40,0,7
1235916,52626322,13,2,2,6
1235959,73995338,83,40,0,7
1236225,88535482,13,2,13,6
1236516,42850227,10,2,1,6
1236764,59167695,42,3,0,8
1236810,43584002,86,26,320,7
1237175,29422353,6,0,3,11
1237487,95140333,23,16,51,5
1237497,44220745,26,2,4,11
1237536,76902624,16,9,2,5
1238001,47583155,2,1,0,6
1238641,39974245,37,2,0,7
1238693,23398634,230,54,0,6
1238959,61405201,26,1,46,6
1239450,47042287,13,6,0,6
1239479,55952847,127,16,54,10
1239526,55179614,7,6,2,6
1239622,81791748,25,7,3,8
1239772,79238732,22,19,1,6
1239773,79238732,22,19,1,6
1240005,41806912,10,3,6,8
1240083,47042287,13,6,0,6
1240165,41806912,10,3,6,8
1241074,96188406,38,9,103,8
1241340,66478811,82,0,14,5
1241402,41753170,26,0,4,6
1241440,59383520,9,0,5,7
1241661,78586348,14,9,2,4
1241791,75567150,7,3,0,5
1242289,76017756,25,3,1,6
1242619,72153021,1,1,0,5
1242661,54928185,50,13,2,10
1242687,73549259,21,1,12,11
1242913,59051699,12,4,18,8
1242997,54928185,50,13,2,10
1243384,34647497,14,2,8,9
1243397,85733763,27,6,3,7
1243739,95790556,28,7,3,4
1243820,41806912,10,3,6,8
1243950,53712803,19,9,0,5
1243960,15124520,27,4,11,8
1244210,15124520,27,4,11,8
1244460,86520730,8,6,1,6
1244485,67686612,46,6,62,8
124495,8764566,81,4,679,10
1245018,52626322,13,2,2,6
1245046,61073464,,,,
1245056,82731174,13,1,26,7
1245560,87641713,46,25,30,5
1245561,87641713,46,25,30,5
1245667,75567150,7,3,0,5
1245769,75503415,18,5,0,6
1245847,69245383,4,2,0,5
1246120,52626322,13,2,2,6
124666,96188406,38,9,103,8
124681,29408527,28,2,60,9
1246828,87641713,46,25,30,5
1246906,87641713,46,25,30,5
1246956,83063843,2,0,0,1
1246998,66478811,82,0,14,5
1247073,41753170,26,0,4,6
1247084,80116644,140,0,25,5
1247145,59383520,9,0,5,7
1247566,75567150,7,3,0,5
1247643,80881129,6,2,0,4
1247646,80881129,6,2,0,4
1247746,36578950,,,,
1247750,41597852,98,21,93,8
1247765,76602490,6,2,4,8
124781,78586348,14,9,2,4
1247861,36578950,,,,
1247909,51428472,83,6,0,9
1247969,30062330,16,4,8,7
1248236,52416266,53,6,62,7
1248394,24004778,24,1,20,8
1248594,70903096,46,16,13,6
1248638,68604593,10,2,15,7
1249452,90590288,24,12,8,6
1250068,81791748,25,7,3,8
1250642,75626605,19,4,7,6
1250667,38447805,2,0,0,6
1250706,92998433,1,1,0,5
1251500,84634570,18,4,1,4
125161,52626322,13,2,2,6
1251789,65643578,43,16,450,9
1252118,32933734,26,4,5,7
1252278,52416266,53,6,62,7
1252418,8764566,81,4,679,10
1252951,95785364,,,,
1253113,39974245,37,2,0,7
1253303,52626322,13,2,2,6
1253548,95555066,32,10,3,7
1254028,70043832,6,2,2,6
1254302,70043832,6,2,2,6
1254331,15124520,27,4,11,8
1254332,15124520,27,4,11,8
1254350,95004508,36,19,0,5
1254364,81791748,25,7,3,8
1254899,54881599,1163,14,0,6
1255091,92682682,20,10,1,4
1255141,92682682,20,10,1,4
125573,90335754,9,5,2,5
1255829,37127904,60,0,5,7
1256015,75567150,7,3,0,5
1256141,37127904,60,0,5,7
1256480,74050096,28,21,0,6
1256747,47583155,2,1,0,6
1256829,73537105,86,16,237,6
1257199,38447805,2,0,0,6
1257404,51506807,13,1,1,9
1257615,90590288,24,12,8,6
1257963,62069783,43,16,10,6
1258019,30734070,72,46,0,7
1258659,80929223,19,17,2,5
1258699,47465027,12,1,3,7
1258755,22551349,11,1,55,10
12592,47359323,23,1,1,7
1259567,88977476,76,6,98,9
1260018,72426266,70,26,65,7
1260643,80881129,6,2,0,4
1260644,80881129,6,2,0,4
1261098,90518216,6,1,4,5
1261114,40454044,1,0,0,6
1261135,83247711,41,5,36,5
1261657,79238732,22,19,1,6
126351,80881129,6,2,0,4
126425,49660479,11,1,18,10
126440,66282949,26,5,57,9
126857,52626322,13,2,2,6
127134,52626322,13,2,2,6
127599,89024985,40,14,19,8
128047,81190104,48,5,0,5
128087,84717266,17,1,0,9
128406,76670855,23,4,3,9
128407,76670855,23,4,3,9
128841,52626322,13,2,2,6
129191,52626322,13,2,2,6
129192,52626322,13,2,2,6
129445,65786046,11,7,7,7
129766,55923724,8,2,2,6
129836,72849186,16,3,0,6
130177,49660479,11,1,18,10
130244,39974245,37,2,0,7
130251,30078602,63,0,6,10
130318,96523618,3,1,0,5
130355,69742672,11,3,4,7
130663,91130687,45,19,60,7
130667,92964180,12,4,0,5
131480,93597541,,,,
131487,45663944,66,14,11,6
131931,95717000,14,4,0,5
132237,52626322,13,2,2,6
132302,84223453,,,,
132303,84223453,,,,
132329,94522055,14,2,0,7
133089,81791748,25,7,3,8
133377,39974245,37,2,0,7
133540,47967789,19,3,0,8
13379,89762755,10,9,1,4
134060,95883737,2,1,0,6
134301,74897953,22,9,64,6
134473,47644193,35,7,10,6
134548,22551349,11,1,55,10
134549,22551349,11,1,55,10
134623,47644193,35,7,10,6
135040,61159633,,,,
135342,38447805,2,0,0,6
135430,42681100,14,1,0,7
135550,31608348,10,1,3,7
135999,22551349,11,1,55,10
136068,63160300,22,2,6,5
136399,96188406,38,9,103,8
136402,63805036,2,1,0,5
136470,66478811,82,0,14,5
136480,88417162,1,1,0,4
136585,41753170,26,0,4,6
136599,80116644,140,0,25,5
136657,59383520,9,0,5,7
13740,93478530,128,5,63,9
13770,50112589,93,27,16,7
138061,31608348,10,1,3,7
138227,38495995,91,0,57,9
138485,31608348,10,1,3,7
138506,85553601,24,4,10,5
138691,22551349,11,1,55,10
139242,90590288,24,12,8,6
139415,70344616,15,1,17,9
139416,70344616,15,1,17,9
139522,43584002,86,26,320,7
139547,15124520,27,4,11,8
139677,43523860,5,1,1,7
139811,43584002,86,26,320,7
139818,41806912,10,3,6,8
139840,80908798,22,20,1,4
139887,43523860,5,1,1,7
14000,45365004,16,3,5,8
14010,50112589,93,27,16,7
140292,82894228,57,4,4,5
140356,52626322,13,2,2,6
140357,52626322,13,2,2,6
140808,75626605,19,4,7,6
140858,45106953,15,5,4,7
140859,45106953,15,5,4,7
140921,95883737,2,1,0,6
14140,45365004,16,3,5,8
14235,36578950,,,,
142425,58429491,104,0,12,8
142583,73230945,9,4,5,6
14266,47644193,35,7,10,6
142956,75567150,7,3,0,5
143072,81190104,48,5,0,5
14341,36578950,,,,
14342,36578950,,,,
143457,95175467,50,23,1,9
144474,22743322,17,1,0,9
1447,90518216,6,1,4,5
14500,47644193,35,7,10,6
14534,68548211,30,4,13,9
14535,68548211,30,4,13,9
145577,42681100,14,1,0,7
146172,41753170,26,0,4,6
146250,59383520,9,0,5,7
146396,41753939,48,21,19,8
146622,85733763,27,6,3,7
146760,71250527,9,0,3,6
146803,76602490,6,2,4,8
147300,52626322,13,2,2,6
147459,45167103,86,12,2,6
14757,42681100,14,1,0,7
147593,52626322,13,2,2,6
14782,74897953,22,9,64,6
147873,52626322,13,2,2,6
148169,30062330,16,4,8,7
148215,64418326,11,2,0,7
148241,63450709,3,2,0,5
148698,52626322,13,2,2,6
148765,36559244,43,0,0,6
148806,38447805,2,0,0,6
148867,22997582,39,4,40,10
149142,36559244,43,0,0,6
149597,83947009,71,7,19,6
149614,51168679,3,2,0,5
149684,83947009,71,7,19,6
150506,22743322,17,1,0,9
150524,75567150,7,3,0,5
150593,64606807,133,17,39,13
151312,52626322,13,2,2,6
151313,52626322,13,2,2,6
151606,27559457,11,1,5,10
151607,27559457,11,1,5,10
152284,68741949,22,2,17,6
152432,36578950,,,,
152586,36578950,,,,
152599,96592997,89,24,297,12
152723,52626322,13,2,2,6
152741,72206146,18,5,1,8
152774,80835045,44,6,15,8
152799,96743304,2,1,0,4
153142,74738329,3,2,0,5
154493,94304084,9,5,0,4
154934,65584272,45,16,3,6
154935,65584272,45,16,3,6
155250,87832338,7,3,0,5
155344,63111232,16,3,40,7
155604,63111232,16,3,40,7
155696,70752864,86,27,4,7
155877,93478530,128,5,63,9
156183,81219823,43,3,2,5
156207,46833273,51,6,26,7
156259,94522055,14,2,0,7
156562,93240365,33,1,19,5
156563,93240365,33,1,19,5
15682,61178891,12,1,2,7
157042,96188406,38,9,103,8
15744,88837773,2,0,0,1
157570,81700215,34,1,13,6
157575,50816064,35,13,18,6
158049,95004508,36,19,0,5
158156,55179614,7,6,2,6
158457,59786452,6,3,4,6
158493,69056869,71,13,7,7
158694,52626322,13,2,2,6
158695,52626322,13,2,2,6
158848,79182271,6,3,0,7
1589,55179614,7,6,2,6
158960,43430871,46,4,22,9
158961,43430871,46,4,22,9
160097,47866175,17,2,1,6
160244,75626605,19,4,7,6
160248,68548211,30,4,13,9
160289,27003992,101,8,47,9
16041,40293216,72,46,0,7
160622,40293216,72,46,0,7
16063,82601379,38,2,54,12
16084,15124520,27,4,11,8
161209,64710788,2,2,0,5
162037,77769686,100,7,67,9
1624,41806912,10,3,6,8
163365,15124520,27,4,11,8
163584,76602490,6,2,4,8
163585,76602490,6,2,4,8
163586,76602490,6,2,4,8
163607,89196346,16,4,8,4
163609,15124520,27,4,11,8
163778,22551349,11,1,55,10
164198,52626322,13,2,2,6
164215,91499355,57,2,8,10
164306,73209564,186,34,8962,11
164489,52626322,13,2,2,6
165230,74897953,22,9,64,6
165231,74897953,22,9,64,6
165313,52626322,13,2,2,6
165523,88224864,5,3,4,8
16594,83247711,41,5,36,5
166027,39974245,37,2,0,7
166163,20816340,2,1,3,7
166164,20816340,2,1,3,7
166487,66648897,43,14,75,9
16681,74897953,22,9,64,6
167138,52626322,13,2,2,6
167390,60983483,3,1,0,5
167531,38447805,2,0,0,6
167917,77341107,34,2,3,6
168138,92964180,12,4,0,5
169224,39974245,37,2,0,7
169342,81190104,48,5,0,5
169537,96154046,3,1,0,4
169607,81190104,48,5,0,5
169613,95175467,50,23,1,9
169713,60275653,12,3,20,5
169724,42681100,14,1,0,7
169741,69056869,71,13,7,7
169847,48907298,26,1,16,7
169962,87430428,46,8,64,7
170293,22551349,11,1,55,10
170613,95717000,14,4,0,5
17125,55179614,7,6,2,6
171711,90909152,25,4,49,8
171788,70752864,86,27,4,7
171998,35895870,44,3,45,10
172057,60493345,7,6,0,5
172124,35895870,44,3,45,10
172449,41806912,10,3,6,8
172746,75267501,45,14,12,6
172997,52626322,13,2,2,6
173105,75267501,45,14,12,6
173118,89198996,67,38,31,6
173276,52626322,13,2,2,6
173279,83941961,11,1,2,7
173544,92892923,107,2,0,11
173756,51131840,22,5,21,8
173901,75567150,7,3,0,5
174021,76670855,23,4,3,9
174430,71765795,,,,
174447,96592997,89,24,297,12
174448,96592997,89,24,297,12
174539,61159633,,,,
174566,52626322,13,2,2,6
174720,95175467,50,23,1,9
174721,95175467,50,23,1,9
174909,75626605,19,4,7,6
174932,41806912,10,3,6,8
175039,45106953,15,5,4,7
175051,45106953,15,5,4,7
175258,90909152,25,4,49,8
175471,90480464,35,12,0,5
175513,79066404,15,7,0,4
175800,25423693,31,0,12,10
176115,91058624,6,1,0,6
176432,74792506,7,2,4,10
176677,52626322,13,2,2,6
176678,52626322,13,2,2,6
176736,81791748,25,7,3,8
176804,51506807,13,1,1,9
177246,88134043,24,2,15,8
177505,66478811,82,0,14,5
177619,41753170,26,0,4,6
177633,80116644,140,0,25,5
177721,59383520,9,0,5,7
179436,51515174,,,,
179487,51515174,,,,
179803,52626322,13,2,2,6
179947,65876644,76,11,379,11
180050,90909152,25,4,49,8
180303,24748843,26,0,7,7
180494,64794951,,,,
180525,92964180,12,4,0,5
181058,83247711,41,5,36,5
181095,45096510,70,17,866,11
181148,82151385,17,6,21,8
18120,26829069,11,0,3,8
181358,20598404,,,,
181360,47465027,12,1,3,7
181394,36200517,1,0,0,6
181764,95785364,,,,
181915,34647497,14,2,8,9
182074,36578950,,,,
182075,36578950,,,,
182339,47644193,35,7,10,6
182534,47644193,35,7,10,6
183192,79482254,30,2,31,7
183216,72849186,16,3,0,6
183224,22551349,11,1,55,10
183498,41597852,98,21,93,8
183623,64606807,133,17,39,13
183624,64606807,133,17,39,13
184116,50724624,151,17,42,7
184129,44511865,56,26,0,8
18429,52626322,13,2,2,6
184594,75567150,7,3,0,5
184914,88417162,1,1,0,4
185233,75626605,19,4,7,6
185852,76670855,23,4,3,9
186253,84717266,17,1,0,9
186359,91462487,80,16,3,7
186368,50382317,29,8,5,6
186369,50382317,29,8,5,6
186525,52626322,13,2,2,6
186981,65690864,26,2,1,6
187040,91499355,57,2,8,10
187130,77948798,,,,
18715,73549259,21,1,12,11
187367,75567150,7,3,0,5
187398,54928185,50,13,2,10
187719,79482254,30,2,31,7
187881,95256237,70,14,9,7
187935,64794951,,,,
188205,95256237,70,14,9,7
188505,70752864,86,27,4,7
188548,72426266,70,26,65,7
188856,52626322,13,2,2,6
188857,52626322,13,2,2,6
188858,52626322,13,2,2,6
188859,52626322,13,2,2,6
188860,52626322,13,2,2,6
189155,42681100,14,1,0,7
189246,95785364,,,,
189347,31622403,11,1,0,8
189560,44629419,3,0,1,6
189901,75567150,7,3,0,5
189944,65095968,0,0,1,3
189945,65095968,0,0,1,3
190261,66478811,82,0,14,5
190391,41753170,26,0,4,6
190467,59383520,9,0,5,7
190584,17724475,4,0,0,7
190731,95175467,50,23,1,9
191175,34647497,14,2,8,9
191713,84003727,10,0,1,6
1919,78944370,7,1,4,7
191904,52626322,13,2,2,6
192203,93934595,9,1,9,4
192555,59167695,42,3,0,8
192556,59167695,42,3,0,8
192687,23567851,250,2,7,7
193119,27685708,89,0,24,9
193468,60435970,13,7,1,7
193729,41381154,18,0,0,8
19395,76245113,37,7,41,9
194017,41806912,10,3,6,8
19414,41806912,10,3,6,8
194210,75567150,7,3,0,5
194211,75567150,7,3,0,5
194404,49469452,27,3,10,9
19448,60880099,40,18,11,6
194503,91130687,45,19,60,7
194720,75626605,19,4,7,6
195077,40293216,72,46,0,7
19508,75567150,7,3,0,5
195102,73209564,186,34,8962,11
19585,76602490,6,2,4,8
196054,37127904,60,0,5,7
19615,60880099,40,18,11,6
196905,95717000,14,4,0,5
197008,70752864,86,27,4,7
19705,54592918,30,1,18,10
19708,39974245,37,2,0,7
197223,30734070,72,46,0,7
197229,87277092,139,13,12,7
197297,83247711,41,5,36,5
197514,42681100,14,1,0,7
197554,71140167,19,9,11,8
197600,41838819,2,0,0,6
197854,10130022,20,0,2,9
197886,95004508,36,19,0,5
198198,88417162,1,1,0,4
198627,80882387,7,3,1,4
198846,78575409,27,10,6,8
198893,72153021,1,1,0,5
19890,90590288,24,12,8,6
199007,75626605,19,4,7,6
199054,43584002,86,26,320,7
199055,43584002,86,26,320,7
199125,29422353,6,0,3,11
199834,52626322,13,2,2,6
199918,42681100,14,1,0,7
199983,92846628,20,1,6,5
200056,41806912,10,3,6,8
200074,52626322,13,2,2,6
200504,89867523,5,1,0,7
200532,36200517,1,0,0,6
200618,29982328,18,3,17,6
20132,34647497,14,2,8,9
201331,52626322,13,2,2,6
201457,74792506,7,2,4,10
201604,83247711,41,5,36,5
20190,87672900,2,1,2,4
201925,43584002,86,26,320,7
202796,52626322,13,2,2,6
203069,91462487,80,16,3,7
203121,64794951,,,,
203222,84631944,22,0,34,5
203238,79741089,19,1,8,10
20354,17390739,19,0,23,10
203545,22997582,39,4,40,10
204015,78586348,14,9,2,4
204101,52626322,13,2,2,6
204266,45167103,86,12,2,6
204324,15124520,27,4,11,8
204439,15124520,27,4,11,8
204514,76335189,4,1,0,8
204532,45106953,15,5,4,7
204533,45106953,15,5,4,7
204574,42850227,10,2,1,6
204770,84958015,7,4,0,5
205510,41753939,48,21,19,8
205513,51873666,21,4,10,6
205556,25204651,20,0,7,9
205798,67824983,29,0,0,8
205857,56460551,16,8,11,6
205979,95858742,25,5,0,5
206127,73537105,86,16,237,6
206260,15124520,27,4,11,8
206261,15124520,27,4,11,8
206288,52626322,13,2,2,6
206465,96188406,38,9,103,8
20647,54814136,4,0,13,7
206794,68548211,30,4,13,9
206922,84335083,244,23,1493,11
206947,74897953,22,9,64,6
207059,76158952,11,1,4,7
207259,52626322,13,2,2,6
207818,91130687,45,19,60,7
209282,52626322,13,2,2,6
209376,52626322,13,2,2,6
209404,83247711,41,5,36,5
209449,83247711,41,5,36,5
209485,88417162,1,1,0,4
210196,92863244,9,2,0,6
210672,69056869,71,13,7,7
211019,93617814,5,2,6,9
211060,65661830,2,0,0,6
211068,30062330,16,4,8,7
211124,95890486,12,3,4,5
211266,76602490,6,2,4,8
211279,90480464,35,12,0,5
211727,47778684,46,6,43,9
211991,68233974,19,11,0,5
212420,62159180,7,3,8,7
21268,30078602,63,0,6,10
212789,39964941,7,4,1,7
212885,81791748,25,7,3,8
212999,43486388,3,2,0,6
213161,34647497,14,2,8,9
213200,81219823,43,3,2,5
213225,8485124,14,5,897,10
213374,90821888,7,7,0,5
213446,52626322,13,2,2,6
213447,52626322,13,2,2,6
213448,52626322,13,2,2,6
213872,92964180,12,4,0,5
213976,85152488,26,2,1,4
214033,47866175,17,2,1,6
214077,76602490,6,2,4,8
214337,52626322,13,2,2,6
214939,85238041,12,5,0,6
214989,70144120,126,26,62,9
215144,75582960,12,6,10,5
215145,75582960,12,6,10,5
215212,47866175,17,2,1,6
215297,90480464,35,12,0,5
215355,30078602,63,0,6,10
215629,15124520,27,4,11,8
215754,15124520,27,4,11,8
215932,93965316,212,1,74,11
215947,15124520,27,4,11,8
216000,77090309,598,149,0,7
216045,10116900,17,0,7,8
21682,41806912,10,3,6,8
217120,60484758,12,4,1,9
217297,68233974,19,11,0,5
217347,60484758,12,4,1,9
217423,95790556,28,7,3,4
217738,85785390,12,9,1,6
218003,8485124,14,5,897,10
218322,33995773,24,1,4,9
218673,43584002,86,26,320,7
218821,39268745,105,55,0,6
21889,78944370,7,1,4,7
218974,64794951,,,,
218994,92964180,12,4,0,5
219181,51873666,21,4,10,6
219322,40994223,98,21,93,8
219396,73209564,186,34,8962,11
219701,58060619,37,1,5,9
219824,81017095,1253,95,451,10
219962,58060619,37,1,5,9
219982,52416266,53,6,62,7
220068,54244052,5,3,2,6
220123,76602490,6,2,4,8
220140,52626322,13,2,2,6
220237,83109227,52,8,4,9
220394,83109227,52,8,4,9
220548,52626322,13,2,2,6
221142,91462487,80,16,3,7
221299,30078602,63,0,6,10
221404,40293216,72,46,0,7
221640,75626605,19,4,7,6
221780,70038818,2,1,3,6
222017,52626322,13,2,2,6
222026,51233056,7,2,9,6
222121,55952847,127,16,54,10
222242,60275653,12,3,20,5
22239,75626605,19,4,7,6
22240,75626605,19,4,7,6
223124,81017095,1253,95,451,10
22317,60484758,12,4,1,9
223477,71250527,9,0,3,6
223539,43584002,86,26,320,7
223765,39974245,37,2,0,7
223843,90681912,42,5,0,5
223864,71250527,9,0,3,6
223938,15124520,27,4,11,8
223939,15124520,27,4,11,8
224064,39964941,7,4,1,7
224228,35051748,111,2,9,9
224299,89869120,111,30,417,8
224654,43813691,4,0,2,7
224733,83256871,5,2,0,7
224812,57162320,9,1,2,7
224897,66967285,57,22,233,5
225214,74763712,11,1,2,6
225369,47583155,2,1,0,6
225370,47583155,2,1,0,6
225949,73209564,186,34,8962,11
226032,93292118,131,16,227,5
226341,52626322,13,2,2,6
226742,64418326,11,2,0,7
226858,4045820,53,5,1547,11
22691,26829069,11,0,3,8
227028,30078602,63,0,6,10
227274,43584002,86,26,320,7
228196,79738672,85,1,24,6
228329,40394406,110,31,5,6
228360,41321000,45,13,3151,7
228361,41321000,45,13,3151,7
228848,25423693,31,0,12,10
22889,26829069,11,0,3,8
228895,70752864,86,27,4,7
228930,82969914,11,3,0,8
229014,52626322,13,2,2,6
229015,52626322,13,2,2,6
229016,52626322,13,2,2,6
229017,52626322,13,2,2,6
229053,47967789,19,3,0,8
229253,47644193,35,7,10,6
229346,47644193,35,7,10,6
229754,92846628,20,1,6,5
230693,26829069,11,0,3,8
230896,75567150,7,3,0,5
231383,76602490,6,2,4,8
231384,76602490,6,2,4,8
231597,89159558,12,2,3,6
231614,76602490,6,2,4,8
231807,34647497,14,2,8,9
231896,73549259,21,1,12,11
231977,70752864,86,27,4,7
232022,45655960,29,1,14,7
232024,73057383,8,4,0,5
232227,72466386,3,1,0,5
232294,76017756,25,3,1,6
2323,22997582,39,4,40,10
232395,76017756,25,3,1,6
232417,8764566,81,4,679,10
232677,76602490,6,2,4,8
23279,70043832,6,2,2,6
233320,73209564,186,34,8962,11
233625,67945149,83,14,201,10
233708,52626322,13,2,2,6
233709,52626322,13,2,2,6
233710,52626322,13,2,2,6
233819,96188406,38,9,103,8
233850,90230923,32,14,4,5
233903,76602490,6,2,4,8
233936,52626322,13,2,2,6
234799,94522055,14,2,0,7
235091,55952847,127,16,54,10
23582,73471172,23,4,3,6
235860,87490270,21,11,1,5
236308,52626322,13,2,2,6
236568,77005991,16,7,0,10
236927,52626322,13,2,2,6
237034,93292118,131,16,227,5
237159,52626322,13,2,2,6
237238,58648447,82,18,110,7
237737,90909152,25,4,49,8
237943,22551349,11,1,55,10
237988,72466386,3,1,0,5
238001,96592997,89,24,297,12
238356,52626322,13,2,2,6
238687,95175467,50,23,1,9
238770,39974245,37,2,0,7
238868,44408773,12,0,0,7
238962,22551349,11,1,55,10
239122,79741089,19,1,8,10
239423,15124520,27,4,11,8
239474,63988248,17,3,0,7
239538,95175467,50,23,1,9
240104,30062330,16,4,8,7
240297,74763712,11,1,2,6
240409,74897953,22,9,64,6
240410,74897953,22,9,64,6
240501,83247711,41,5,36,5
240664,88134043,24,2,15,8
240675,15124520,27,4,11,8
24076,25373077,56,4,14,10
240787,15124520,27,4,11,8
241212,39964941,7,4,1,7
241256,44408773,12,0,0,7
241721,93436902,68,5,2,8
242271,16264060,21,2,42,11
242527,78586348,14,9,2,4
242550,68023505,16,1,12,7
242551,68023505,16,1,12,7
242560,57032137,,,,
24263,47042287,13,6,0,6
242984,67945149,83,14,201,10
243078,33995773,24,1,4,9
