nb_id,repo_id,has_param,num_stars
114848,22551349,False,14
1148557,94983040,False,0
114876,41806912,False,0
1148956,65095968,False,0
1148957,65095968,False,0
1150230,65494128,False,10
1150394,37674194,False,3
1150396,37674194,False,3
1150397,37674194,False,3
1150586,83947009,False,0
1151012,74427346,False,0
1151747,60435970,False,0
1151820,94522055,False,0
1152388,29408527,False,5
1152998,94304084,False,0
1153251,95004508,False,0
1153261,63988248,False,0
1153326,75567150,False,0
1154158,17724475,False,2
1154353,17724475,False,2
11545,69252304,False,18
1154507,52626322,False,0
11546,69252304,False,18
1154882,79838418,False,3
1154976,52626322,False,0
1155303,47644193,False,0
1155304,47644193,False,0
1155632,72466386,False,0
1155688,41806912,False,0
11557,63036531,False,129
1155900,88868706,False,0
1155970,56433451,False,0
1155971,56433451,False,0
1156238,89785653,False,0
1156593,30771487,False,0
1156750,82731174,False,0
1156845,48731603,False,0
1157278,76158952,False,0
1157339,70344616,False,0
1157340,70344616,False,0
115766,39964941,False,0
1158417,95717000,False,0
1158559,70752864,False,1
1158774,8485124,False,165
1158889,37873718,False,3
1158996,37873718,False,3
1159890,43584002,False,10
1159899,41806912,False,0
115992,61073464,False,0
115995,63988248,False,0
1159968,44319376,False,0
1160066,41806912,False,0
1160295,95883737,False,0
1160967,39704412,False,0
1161108,52626322,False,0
1161567,76602490,False,0
1161910,75567150,False,0
1161955,63036531,False,129
1162268,17556124,False,1
1162323,48731603,False,0
1163838,40293216,False,10
1163952,47583155,False,0
1163983,49301083,False,0
1163984,49301083,False,0
1163985,49301083,False,0
1164387,45106953,False,0
1164597,95785364,False,0
1164696,68741949,False,3
1165060,37127904,False,0
116528,90590288,False,0
1165487,88134043,False,0
116580,95004508,False,0
1166060,59786452,False,0
1166564,70043832,False,2
1166848,77948798,False,0
1166870,76602490,False,0
116693,90590288,False,0
1167044,56820181,False,0
1167165,36365820,False,5
116722,22997582,False,1
1167271,95175467,False,0
1167318,56820181,False,0
1167538,87581196,False,0
1167814,25204651,False,0
1168033,75567150,False,0
1168766,52416266,False,1
1168855,76670855,False,0
116917,39704412,False,0
116918,39704412,False,0
116937,41753170,False,0
116939,80116644,False,0
1169867,76670855,False,0
1170246,83947009,False,0
1170595,96592997,False,1
1170989,41806912,False,0
1171203,70344616,False,0
1171204,70344616,False,0
117169,52626322,False,0
1171840,60880099,False,0
117189,61073464,False,0
1172090,47583155,False,0
1172094,44511865,False,0
1172490,95175467,False,0
1172964,74256624,False,0
1173263,40994223,False,0
1173518,84717266,False,0
1173519,84717266,False,0
1173520,84717266,False,0
1173521,84717266,False,0
1173728,60493345,False,0
1173966,88977476,False,12
1175187,79238732,False,0
1175991,96592997,False,1
1176096,75093696,False,0
1176230,30062330,False,1
1176440,43430871,False,1
1176524,43430871,False,1
1176635,41597852,False,0
117681,64178137,False,0
117682,64178137,False,0
1176920,80882387,False,0
1177005,63446742,False,0
1177107,79238732,False,0
117714,15124520,False,0
117715,15124520,False,0
1177992,52626322,False,0
1178168,63903754,False,2
1178197,55591791,False,1
1178310,36578950,False,0
1178448,36578950,False,0
1178460,39704412,False,0
1178627,83947009,False,0
11792,74897953,False,0
1179736,58354221,False,0
1179913,83295089,False,0
1179933,63903754,False,2
1179955,83247711,False,0
1180038,47583155,False,0
1180210,34783875,False,0
1180219,47042287,False,12
1180293,95175467,False,0
1180324,70752864,False,1
1180392,39974245,True,0
1180579,74897953,False,0
1180675,74897953,False,0
1180958,36200517,False,10
1180974,41806912,False,0
1180975,41806912,False,0
1180986,70043832,False,2
1180987,70043832,False,2
1181008,42142178,False,0
1181280,42850227,False,0
1181425,36200517,False,10
1181864,8485124,False,165
1181933,80882387,False,0
118241,59383520,False,0
1182510,91499355,False,0
1182699,93597541,False,0
1182744,44319376,False,0
1182807,80882387,False,0
1182955,64255508,False,0
1182974,52626322,False,0
1183314,82731174,False,0
1183858,61159633,False,0
1183905,47967789,False,0
1184017,83256871,False,0
1184028,89015675,False,0
1184165,24891943,True,1
1184535,41806912,False,0
1184974,35895870,False,26
1185058,24004778,False,0
1185142,73413447,False,0
1185171,85932973,False,0
1185238,75567150,False,0
1185597,80038146,False,0
1185719,47644193,False,0
1185803,47644193,False,0
1186049,34647497,False,0
1186101,87832338,False,0
1186361,87708059,False,4
1186388,47583155,False,0
1186896,47778684,False,0
1187345,44319376,False,0
1187655,63663938,True,0
1187762,75567150,False,0
118781,81190104,False,0
1187948,36578950,False,0
1187990,83284123,False,0
1188262,36578950,False,0
1188303,83284123,False,0
118835,20816340,False,0
1188926,16646759,False,0
118956,80941131,False,0
1189947,61073464,False,0
1190413,76602490,False,0
1190621,76602490,False,0
1190907,74732556,False,0
1191019,56793168,False,0
1191352,56399358,False,0
1191388,33319309,False,0
119186,15124520,False,0
1191921,63450709,False,0
1192065,38320700,False,0
1192100,36365820,False,5
1192363,52626322,False,0
1192700,39974245,False,0
1193199,40163668,False,0
1194510,91130687,False,0
1194739,72849186,False,0
1195028,87271643,False,1
1195425,76602490,False,0
1195448,71140167,False,0
1195455,81791748,False,0
1195538,52626322,False,0
1195550,90595916,False,0
1196272,60880099,True,0
1196946,93618728,False,0
1197205,47778684,False,0
1197255,39964941,False,0
1197584,65584272,False,0
11976,81190104,False,0
1197620,94304084,False,0
1197634,95004508,False,0
1197694,51873666,False,1
1197726,92753656,False,0
1197769,69252304,False,18
1197770,69252304,False,18
1197771,69252304,False,18
1198056,66648897,False,2
1198110,39704412,False,0
1198190,29408527,False,5
1198231,93216232,False,30
1198343,76017756,False,0
1198379,85972539,False,0
1198564,83247711,False,0
1198770,95828432,False,0
1198771,96188406,False,1
1198822,30987788,False,1
1198848,75626605,False,0
1198868,74897953,False,0
1199080,84631944,False,0
1199106,68062775,False,0
1199603,94304084,False,0
1200297,15124520,False,0
1200666,39704412,False,0
1200727,74792506,False,2
1200828,70752864,False,1
120097,52626322,False,0
1201017,92753656,False,0
1201081,22551349,False,14
1201202,83247711,False,0
1201227,83247711,False,0
1201268,61190363,False,0
1201340,64606807,False,0
1201365,50782746,False,0
1201902,68233974,False,0
1202156,93292118,False,0
1202470,64606807,False,0
1202541,39964941,False,0
1203012,54244052,False,0
1203191,74897953,True,0
1203369,74897953,True,0
1203437,59051699,False,5
1203545,83247711,False,0
1203769,59786452,False,0
1203855,59786452,False,0
1203856,59786452,False,0
1203891,39704412,False,0
1203892,39704412,False,0
1204311,96126882,False,0
1204466,15124520,False,0
1204591,44220745,False,0
120477,60435970,False,0
1204858,15124520,False,0
1204859,15124520,False,0
1204866,85071819,False,0
120509,61073464,False,0
1205630,36365820,False,5
120572,68899162,False,0
1205767,68715936,False,0
1205768,68715936,False,0
1205814,68604593,False,0
1205980,54361124,False,1
1206150,88397625,False,1
1206498,72426266,False,0
1206844,41597852,False,0
1207323,17385430,False,0
1207402,88417162,False,0
1208053,85186886,False,0
1208634,95717000,False,0
12089,30078602,True,0
1209113,51233056,False,0
1209389,67945149,False,2
1209554,68604593,False,0
1209732,92964180,False,0
1209830,39704412,False,0
1209831,39704412,False,0
1209951,39704412,False,0
1210043,89762755,False,0
1210174,39704412,False,0
1210529,78586348,False,0
1210666,52626322,False,0
1210800,52626322,False,0
121091,63160300,False,0
1210996,47866175,False,0
1211432,74897953,False,0
1211632,73537105,False,1
1211712,74897953,False,0
121181,55179614,False,1
1211864,70537682,False,0
1212176,77207301,False,0
1212315,39704412,False,0
1212316,39704412,False,0
1212348,15124520,False,0
121236,41806912,False,0
1212533,15124520,False,0
1212712,64559104,False,0
1212819,42681100,False,0
121286,49469452,False,0
1212870,73549259,False,0
1212922,88134043,False,0
1212947,41806912,False,0
1213256,80941131,False,0
1213683,55952847,False,3
1213787,80882387,False,0
1213959,69056869,False,0
1214094,52626322,False,0
1214779,93292118,False,0
1215235,89196346,False,1
1215769,73209564,False,49
1215903,73209564,False,49
1215904,73209564,False,49
1216257,90909152,False,0
1216292,84634570,False,0
1216591,39704412,False,0
1216592,39704412,False,0
121667,90590288,False,0
1216708,39704412,False,0
1216709,39704412,False,0
1216738,67945149,False,2
1216866,51873666,False,1
1217590,61909809,False,40
1217703,36559244,False,0
1217868,72153021,False,0
1218242,37873718,False,3
1218461,70752864,False,1
1218544,41806912,False,0
1218807,39764686,False,6
1218887,88977476,False,12
1218911,73549259,False,0
1219418,96188406,False,1
121986,72426266,False,0
1219866,78057144,False,0
1219980,39964941,False,0
1220043,52626322,False,0
1220044,52626322,False,0
1220426,15124520,False,0
1220583,68081214,False,0
1220660,89198996,False,0
1221355,42681100,False,0
1221356,42681100,False,0
1222,91130687,False,0
122210,75994523,False,1
1222469,69056869,False,0
1222615,50782746,False,0
1222678,73549259,False,0
1222720,50782746,False,0
1222731,83922951,False,0
122300,39704412,False,0
122301,39704412,False,0
1223386,76186730,False,0
1224013,75626605,False,0
1224130,29408527,False,5
1224368,39964941,False,0
1224464,22551349,False,14
1224598,73549259,False,0
1224654,27120641,False,6
1224778,67824983,False,38
122500,61073464,False,0
122521,69742672,False,0
122522,69742672,False,0
122523,69742672,False,0
1225425,30062330,False,1
1225726,75626605,False,0
1226084,90909152,False,0
1226135,68741949,False,3
1226440,84958015,True,0
1226956,82463896,False,0
1226957,82463896,False,0
1226982,92088010,False,0
1227067,37873718,False,3
1227159,41806912,False,0
1227795,79238732,False,0
1228168,87239313,False,0
1228409,42850227,False,0
1228450,92098416,False,0
1228509,43136378,False,0
1228563,50466756,False,1
1228667,80941131,False,0
1228949,34647497,False,0
1228971,39974245,False,0
1228974,52626322,False,0
12290,59071478,False,1
1229178,52626322,False,0
1229218,81791748,False,0
1229219,81791748,False,0
1229633,70344616,False,0
1229634,70344616,False,0
122995,89198996,False,0
1229975,79238732,False,0
1230133,10116900,False,0
1230216,86403369,False,0
1230352,43486388,False,0
1230727,22551349,False,14
1230735,70752864,False,1
123085,73549259,False,0
1231553,42681100,False,0
1231712,59786452,False,0
1231817,68233974,False,0
1231891,85241333,False,0
1232033,60874537,False,0
1232277,70752864,False,1
1232541,59801052,False,0
1232751,52472067,False,0
1233616,70108149,False,0
1233696,17229048,False,1
1233942,59786452,False,0
1233943,59786452,False,0
1233944,59786452,False,0
1233945,59786452,False,0
1233946,59786452,False,0
1234156,83247711,False,0
1234157,83247711,False,0
1234288,68017955,False,0
1234375,74256624,False,0
1234414,15124520,False,0
1234435,30078602,False,0
1234470,80079154,False,0
1234597,74897953,False,0
1234631,15124520,False,0
1234711,74897953,False,0
1235242,79238732,False,0
1235392,66764541,False,1
1235535,30078602,False,0
1235577,44319376,False,0
1235899,73995338,False,2
1235916,52626322,False,0
1235959,73995338,False,2
1236225,88535482,False,0
1236516,42850227,False,0
1236764,59167695,False,0
1236810,43584002,False,10
1237175,29422353,False,0
1237487,95140333,False,0
1237497,44220745,False,0
1237536,76902624,False,0
1237731,39704412,False,0
123791,39704412,False,0
123792,39704412,False,0
1238001,47583155,False,0
1238641,39974245,False,0
1238693,23398634,False,3
1238959,61405201,False,0
1239450,47042287,False,12
1239479,55952847,False,3
1239526,55179614,False,1
1239622,81791748,False,0
1239772,79238732,False,0
1239773,79238732,False,0
1240005,41806912,False,0
1240083,47042287,False,12
1240165,41806912,False,0
1241074,96188406,False,1
1241340,66478811,False,0
1241402,41753170,False,0
1241440,59383520,False,0
1241661,78586348,False,0
1241791,75567150,False,0
1242289,76017756,False,0
1242619,72153021,False,0
1242661,54928185,False,0
1242687,73549259,False,0
1242913,59051699,False,5
1242997,54928185,False,0
1243384,34647497,False,0
1243397,85733763,False,0
1243739,95790556,False,0
1243820,41806912,False,0
1243950,53712803,False,0
1243960,15124520,False,0
1244210,15124520,False,0
1244460,86520730,False,0
1244485,67686612,False,0
1244791,39704412,False,0
1244914,39704412,False,0
1244915,39704412,False,0
124495,8764566,False,3
1245018,52626322,False,0
1245046,61073464,False,0
1245056,82731174,False,0
1245560,87641713,False,0
1245561,87641713,False,0
1245667,75567150,False,0
1245769,75503415,False,0
1245847,69245383,False,0
1245911,39704412,False,0
1246020,39704412,False,0
1246021,39704412,False,0
1246120,52626322,False,0
124666,96188406,False,1
124681,29408527,False,5
1246828,87641713,False,0
1246906,87641713,False,0
1246956,83063843,False,0
1246998,66478811,False,0
