nb_id,repo_id,has_export,num_functions,has_test,num_headers,has_papermill,has_reqtext
723832,65494128,True,9,False,7,False,False
1106886,30062330,False,0,False,0,False,False
955956,80210005,True,5,False,0,False,False
1237497,44220745,False,7,False,4,False,False
1080148,59786452,False,5,False,9,False,False
1192100,36365820,False,0,False,4,False,False
356373,79355064,False,0,False,5,False,False
1180987,70043832,False,1,False,0,False,False
251496,64606807,False,0,False,1,False,False
414491,95175467,False,0,False,0,False,False
14235,36578950,True,3,False,2,False,False
294285,82528964,True,14,False,0,False,False
1085836,40163668,False,0,False,27,False,False
990097,75567150,False,9,False,2,False,False
902037,41806912,False,1,False,4,False,False
455460,96188406,False,0,False,0,False,False
221404,40293216,False,0,False,24,False,False
452555,26829069,False,2,False,0,False,False
618479,93096500,False,9,True,20,False,False
48703,52626322,False,6,False,1,False,False
1224464,22551349,False,0,False,5,False,False
228329,40394406,False,0,False,0,False,False
629824,83247711,False,0,False,5,False,False
869830,74897953,False,3,False,4,False,False
281528,93934595,True,0,False,0,False,False
1089298,45106953,False,16,False,6,False,False
616888,36365820,True,0,False,7,False,False
306873,91130687,False,2,False,4,False,False
907387,75567150,False,1,False,3,False,False
973262,81791748,True,0,False,0,False,False
991500,88536137,False,12,False,8,False,False
629632,59786452,False,0,False,5,False,False
223843,90681912,False,0,False,25,False,False
800326,52626322,False,0,False,5,False,False
345192,93096500,True,6,True,11,False,False
289128,93934595,True,4,False,7,False,False
362401,55179614,False,0,False,0,False,False
703079,33995773,False,0,False,1,False,False
1154976,52626322,False,6,False,1,False,False
1231553,42681100,False,0,False,0,False,False
572975,64606807,False,12,False,33,False,False
1252951,95785364,True,4,False,26,False,False
756275,72320877,False,0,False,0,False,False
762179,63450709,True,1,False,0,False,False
134473,47644193,False,0,False,7,False,False
284261,50112589,False,10,False,5,False,False
946928,52898156,False,0,False,6,False,False
1161567,76602490,False,5,False,3,False,False
1082301,74897953,False,0,False,0,False,False
1124656,22997582,True,14,False,17,False,False
529714,47725936,False,0,False,9,False,False
83127,80835045,False,1,False,4,False,False
557183,81791748,False,0,False,0,False,False
551267,74897953,False,1,False,2,False,False
345367,59786452,False,0,False,4,False,False
662317,55179614,False,0,False,8,False,False
692472,93096500,False,0,False,5,False,False
855201,92906599,True,17,False,26,False,False
320242,39974245,False,0,False,3,False,False
530844,47644193,False,0,False,9,False,False
348631,47465027,False,1,False,5,False,False
1239526,55179614,True,0,False,0,False,False
345939,61073464,False,0,False,0,False,False
484323,94522055,False,0,False,4,False,False
818708,52626322,False,2,False,0,False,False
741626,84108482,True,0,False,0,False,False
605193,89436205,False,0,False,9,False,False
657999,59383520,False,0,False,0,False,False
75391,85972539,True,3,False,1,False,False
732412,76158952,True,0,False,1,False,False
320241,57162320,False,2,False,11,False,False
197008,70752864,False,5,False,0,False,False
218673,43584002,False,0,False,9,False,False
522742,30062330,False,0,False,0,False,False
1201365,50782746,False,1,False,11,False,False
519454,93618728,False,5,False,0,False,False
836888,90802362,True,18,False,12,False,False
212999,43486388,False,0,False,1,False,False
122523,69742672,True,4,False,5,False,False
908449,69742672,False,3,False,11,False,False
564378,93934595,False,14,False,6,False,False
484294,52626322,False,6,False,1,False,False
1198379,85972539,True,0,False,4,False,False
253957,46688018,False,0,False,0,False,False
37809,15124520,False,6,False,0,False,False
738733,74897953,False,1,False,6,False,False
520187,94522055,False,2,False,4,False,False
434388,42681100,False,1,False,0,False,False
426567,92048647,True,1,False,0,False,False
983561,93587890,False,0,False,22,False,False
679032,43584002,False,0,False,5,False,False
425290,41597852,False,1,False,0,False,False
285612,82157744,False,2,False,7,False,False
331921,93096500,False,14,True,10,False,False
992743,76017756,False,2,False,6,False,False
302763,69252304,False,0,False,1,False,False
555191,44220745,False,17,False,9,False,False
135550,31608348,True,5,False,7,False,False
483610,45917347,True,1,False,0,False,False
957133,24748843,False,26,False,0,False,False
1128681,91588629,False,2,False,0,False,False
517413,76670855,True,1,False,2,False,False
333465,65095968,True,8,False,0,False,False
1234470,80079154,False,0,False,0,False,False
759741,93096500,False,18,True,14,False,False
353217,55179614,True,2,False,0,False,False
1235916,52626322,False,14,False,2,False,False
376616,45106953,False,0,False,0,False,False
332568,37127904,False,1,False,0,False,False
156562,93240365,True,2,False,9,False,False
858602,81639387,True,11,True,15,False,False
579756,91058624,True,10,False,0,False,False
916906,57918789,True,10,False,20,False,False
407727,30078602,False,0,False,0,False,False
467819,68604593,False,0,False,0,False,False
599189,24748843,False,15,False,0,False,False
538519,56399358,False,3,False,0,False,False
4475,94522055,False,1,False,9,False,False
932308,14479635,False,0,False,1,False,False
440696,91130687,False,2,False,10,False,False
319979,54361124,False,6,False,10,False,False
745664,24748843,False,18,False,0,False,False
1075753,37127904,False,1,False,0,False,False
2323,22997582,True,15,False,6,False,False
876490,59012410,False,4,False,5,False,False
972374,83947009,False,0,False,7,False,False
663104,81791748,True,1,False,0,False,False
1189947,61073464,False,0,False,0,False,False
1121885,34647497,True,1,False,0,False,False
1204858,15124520,False,0,False,0,False,False
618923,75626605,False,1,False,18,False,False
552654,57032137,True,0,False,8,False,False
710440,57078709,False,0,False,2,False,False
1091564,95004508,False,0,False,1,False,False
392809,52473787,False,8,True,6,False,False
291847,87641713,True,0,False,0,False,False
287969,82403937,False,1,False,1,False,False
448691,85816890,False,4,False,1,False,False
1122355,96188406,False,0,False,14,False,False
436229,74897953,False,0,False,5,False,False
802132,91130687,False,0,False,1,False,False
309410,72426266,True,2,False,5,False,False
1180219,47042287,False,0,False,1,False,False
161209,64710788,False,1,False,1,False,False
1132849,51873666,False,1,False,0,False,False
765624,42681100,True,0,False,0,False,False
1124575,38447805,False,1,False,2,False,False
1228974,52626322,True,6,False,1,False,False
1228450,92098416,False,0,False,14,False,False
332131,22551349,False,0,False,0,False,False
398087,84757143,False,0,False,21,False,False
1084380,52626322,False,19,False,3,False,False
1205767,68715936,False,4,False,0,False,False
409859,40454044,False,2,False,0,False,False
132929,39704412,False,0,False,4,False,False
165523,88224864,True,0,False,0,False,False
958614,74897953,False,3,False,4,False,False
483014,72426266,False,16,False,6,False,False
226341,52626322,False,3,False,1,False,False
23582,73471172,False,1,False,0,False,False
746468,73230945,True,0,False,0,False,False
1136705,55952847,False,0,False,2,False,False
55844,39704412,True,3,False,9,False,False
116580,95004508,False,1,False,1,False,False
682530,30062330,False,0,False,0,False,False
495396,75626605,False,1,False,6,False,False
229754,92846628,False,9,False,19,False,False
522641,75626605,False,11,False,17,False,False
1235392,66764541,False,1,False,9,False,False
1197694,51873666,True,0,False,0,False,False
543775,86878862,False,0,False,0,False,False
898492,88803897,True,3,False,6,False,False
1116997,29982328,False,2,False,2,False,False
476404,39974245,False,6,False,6,False,False
1088554,34647497,False,0,False,0,False,False
971262,35284655,True,1,False,0,False,False
1180293,95175467,True,0,False,0,False,False
620540,85733763,False,0,False,0,False,False
1088843,52626322,False,0,False,1,False,False
392194,39974245,True,9,False,0,False,False
158694,52626322,False,2,False,0,False,False
20354,17390739,False,0,False,0,False,False
132329,94522055,False,0,False,8,False,False
349389,65643578,False,0,False,7,False,False
717110,47644193,True,5,False,5,False,False
540957,66282949,False,5,False,18,False,False
765127,91462487,False,7,False,0,False,False
1057077,59801052,False,0,False,5,False,False
903167,91127476,False,0,False,0,False,False
49310,38890132,True,0,False,0,False,False
989202,89015675,False,13,False,2,False,False
1198770,95828432,False,10,False,1,False,False
884271,76065931,True,4,False,0,False,False
1071715,74607081,True,0,False,0,False,False
945153,84522996,False,0,False,1,False,False
778447,62939462,False,1,False,7,False,False
596727,95175467,False,3,False,0,False,False
737034,82362626,True,10,False,0,False,False
899187,48731603,False,5,True,98,False,False
977799,72426266,False,2,False,4,False,False
1008479,22551349,False,0,False,5,False,False
261607,73537105,False,4,False,0,False,False
851751,93965316,False,13,False,20,False,False
180303,24748843,False,4,False,0,False,False
14342,36578950,True,3,False,2,False,False
285087,94304084,False,0,False,0,False,False
743106,75567150,False,2,False,5,False,False
884528,74897953,False,0,False,16,False,False
697852,60435970,False,1,False,4,False,False
1123959,54905222,False,2,False,3,False,False
327992,39964941,False,2,False,0,False,False
721849,39974245,True,2,False,3,False,False
126425,49660479,False,8,False,5,False,False
444905,22551349,False,0,False,1,False,False
757101,52626322,False,0,False,1,False,False
681498,79741089,False,0,False,0,False,False
357562,92641079,False,6,False,0,False,False
683862,81639387,True,11,True,15,False,False
468238,90909152,False,9,False,1,False,False
86379,69252304,False,1,False,1,False,False
948536,81190104,False,0,False,0,False,False
833754,68017955,False,3,False,3,False,False
14341,36578950,True,3,False,2,False,False
1158559,70752864,False,5,False,0,False,False
1065131,44220745,True,13,False,4,False,False
36487,44319376,False,1,False,4,False,False
713910,74897953,False,0,False,6,False,False
486388,95790556,True,15,False,32,False,False
926746,41806912,False,0,False,0,False,False
694198,47644193,False,0,False,0,False,False
492753,52626322,False,0,False,1,False,False
1250068,81791748,True,1,False,0,False,False
1226084,90909152,False,0,False,10,False,False
262598,44220745,False,0,False,1,False,False
1143341,59786452,False,0,False,5,False,False
204574,42850227,False,0,False,0,False,False
958978,59383520,False,0,False,1,False,False
482977,69252304,True,0,False,0,False,False
830326,47778684,False,0,False,4,False,False
833673,87096011,True,1,False,9,False,False
789147,97054772,False,0,False,10,False,False
300766,93587890,False,2,False,5,False,False
756740,52626322,False,0,False,1,False,False
941124,94085525,False,8,False,1,False,False
425720,44220745,False,2,False,1,False,False
942422,31346573,True,1,False,0,False,False
28208,31268969,False,0,False,0,False,False
1122781,20816340,False,1,False,2,False,False
606325,52626322,True,18,False,1,False,False
407870,44220745,False,8,False,0,False,False
247490,80116644,False,0,False,0,False,False
340446,34647497,True,0,False,1,False,False
975068,47644193,False,0,False,2,False,False
100938,33995773,False,0,False,12,False,False
898553,51506807,True,1,False,3,False,False
107910,76080814,False,0,False,25,False,False
1090145,60880099,True,1,False,19,False,False
575683,67824983,False,0,False,0,False,False
948784,95175467,False,0,False,5,False,False
115995,63988248,False,2,False,0,False,False
945375,40293216,False,16,False,17,False,False
299461,30756433,False,0,False,0,False,False
121986,72426266,True,4,False,8,False,False
938954,47248292,False,0,False,0,False,False
681860,81017095,False,2,False,0,False,False
368394,67945149,False,3,False,1,False,False
847937,8485124,False,1,False,7,False,False
989255,69742672,False,3,False,19,False,False
67546,44220745,True,4,False,6,False,False
969645,41813700,True,1,False,3,False,False
46028,89853917,False,5,False,0,False,False
338822,75626605,False,1,False,7,False,False
1025639,85972539,False,11,False,19,False,False
933522,74897953,False,3,False,4,False,False
1014833,70265123,True,1,False,0,False,False
134623,47644193,False,0,False,7,False,False
947197,94085525,True,9,False,0,False,False
759168,59786452,False,0,False,5,False,False
601153,78059673,False,19,False,3,False,False
913996,73995338,False,0,False,0,False,False
563722,36840195,False,5,False,9,False,False
843264,66478811,False,1,False,12,False,False
743839,85632190,False,1,False,21,False,False
768924,52626322,False,2,False,0,False,False
1447,90518216,True,15,False,30,False,False
714931,36559244,False,0,False,1,False,False
1252278,52416266,False,1,False,20,False,False
37007,27120641,False,4,False,12,False,False
852295,42681100,False,0,False,0,False,False
92028,52626322,False,5,False,0,False,False
1150586,83947009,False,0,False,0,False,False
985586,74784915,False,1,False,0,False,False
271120,51168679,False,0,False,1,False,False
1241340,66478811,False,0,False,1,False,False
1135585,74897953,False,0,False,6,False,False
238687,95175467,True,1,False,0,False,False
1151820,94522055,False,1,False,0,False,False
220548,52626322,False,2,False,0,False,False
86212,87641713,True,0,False,0,False,False
436538,68017955,False,5,False,10,False,False
994851,77948798,False,10,False,25,False,False
1919,78944370,True,5,False,0,False,False
689860,80403735,True,9,True,15,False,False
539588,90065464,True,11,False,0,False,False
774900,74897953,True,0,False,1,False,False
1004567,51506807,False,3,False,0,False,False
67791,41806912,False,1,False,0,False,False
289692,42681100,False,0,False,0,False,False
666278,92641079,False,1,False,0,False,False
1083579,43584002,True,2,False,0,False,False
139522,43584002,False,0,False,13,False,False
233850,90230923,False,2,False,5,False,False
67822,77769686,True,6,False,0,False,False
1247969,30062330,False,0,False,0,False,False
753921,44220745,False,10,False,0,False,False
1258019,30734070,False,0,False,0,False,False
749048,16646759,True,2,False,0,False,False
580714,52626322,False,2,False,0,False,False
62884,69252304,False,0,False,2,False,False
706516,67824983,False,0,False,8,False,False
78582,53558205,False,0,False,3,False,False
559008,85632190,True,2,False,4,False,False
58812,27120641,False,0,False,0,False,False
130355,69742672,False,1,False,0,False,False
589875,53352407,False,18,False,44,False,False
762026,88397625,False,1,False,16,False,False
764989,31622403,False,5,False,0,False,False
1173520,84717266,False,0,False,0,False,False
784338,22997582,True,1,False,3,False,False
203222,84631944,True,2,False,0,False,False
613846,70043832,False,0,False,0,False,False
1114985,70752864,False,5,False,0,False,False
612989,78586348,False,0,False,4,False,False
596824,95140333,False,1,False,0,False,False
551333,52626322,False,46,False,1,False,False
489069,22551349,False,0,False,0,False,False
833014,76158952,False,0,False,0,False,False
903546,38447805,False,1,False,5,False,False
366390,40293216,False,0,False,25,False,False
691932,47778684,True,4,False,7,False,False
291791,51168679,False,12,False,0,False,False
200056,41806912,False,1,False,0,False,False
247551,59383520,False,0,False,0,False,False
833992,38320700,False,1,False,2,False,False
717124,47644193,True,5,False,5,False,False
1221356,42681100,True,3,False,0,False,False
650895,41806912,False,0,False,11,False,False
152741,72206146,False,15,False,20,False,False
951403,42681100,True,0,False,1,False,False
286695,71810729,False,3,False,38,False,False
1091842,84522996,False,6,False,1,False,False
1243820,41806912,True,17,False,6,False,False
1256829,73537105,True,53,False,7,False,False
84415,91588629,False,0,False,0,False,False
1134895,38447805,False,0,False,6,False,False
407871,44220745,False,8,False,0,False,False
903498,79443874,True,0,False,6,False,False
610440,22997582,True,8,False,5,False,False
636718,86609558,True,8,False,1,False,False
654583,38097877,True,8,False,7,False,False
116939,80116644,False,0,False,2,False,False
472574,47866175,True,10,False,5,False,False
1133917,26829069,False,6,False,0,False,False
842278,82157744,False,2,False,4,False,False
748482,82362626,True,3,False,3,False,False
876884,73209564,False,0,False,6,False,False
98606,42624216,False,2,False,3,False,False
595313,49535309,False,12,False,20,False,False
774901,74897953,True,0,False,1,False,False
558456,69252304,True,0,False,0,False,False
224812,57162320,False,1,False,2,False,False
1052094,67824983,False,0,False,3,False,False
239538,95175467,True,0,False,0,False,False
221780,70038818,False,11,False,11,False,False
930627,61178891,True,1,False,2,False,False
658271,41753170,False,0,False,0,False,False
819497,30062330,False,0,False,0,False,False
645563,36578950,False,1,False,0,False,False
895217,39704412,False,0,False,0,False,False
247663,91499355,False,1,False,11,False,False
658756,93427200,True,9,True,14,False,False
231383,76602490,False,0,False,0,False,False
598966,25423693,False,3,False,0,False,False
205798,67824983,True,0,False,9,False,False
746094,59786452,False,0,False,3,False,False
1163983,49301083,True,3,False,2,False,False
331107,91499355,False,0,False,9,False,False
1201340,64606807,True,0,False,1,False,False
22317,60484758,False,5,False,33,False,False
1250642,75626605,False,0,False,18,False,False
543474,78586348,False,0,False,0,False,False
658949,83247711,False,1,False,3,False,False
171711,90909152,False,29,False,14,False,False
677933,55952847,False,0,False,2,False,False
951978,52626322,True,0,False,1,False,False
1096549,8485124,False,2,False,3,False,False
825614,87564612,False,2,False,2,False,False
753235,92846628,True,11,False,37,False,False
1032257,66453801,False,3,False,1,False,False
840879,9141275,True,10,False,56,False,False
1068477,42142178,True,1,False,10,False,False
1037908,45655960,False,0,False,5,False,False
988807,48731603,False,10,False,37,False,False
1044427,41753170,False,0,False,0,False,False
421559,88834969,False,1,False,1,False,False
452431,26829069,False,2,False,0,False,False
768317,75567150,False,2,False,7,False,False
471941,27120641,False,4,False,8,False,False
408357,91462487,False,2,False,28,False,False
113623,96592997,False,0,False,1,False,False
663683,95175467,False,3,False,0,False,False
1255829,37127904,True,4,False,0,False,False
451959,34647497,False,1,False,5,False,False
223938,15124520,False,0,False,0,False,False
1199603,94304084,False,2,False,0,False,False
177505,66478811,False,0,False,0,False,False
926037,76353779,False,0,False,11,False,False
1110584,73862485,False,10,False,0,False,False
206260,15124520,False,4,False,0,False,False
579865,39974245,False,0,False,0,False,False
317848,59383520,False,0,False,4,False,False
923899,45106953,False,6,False,4,False,False
254652,38447805,False,2,False,0,False,False
1047986,62159180,True,0,False,3,False,False
383465,93096500,False,8,True,14,False,False
828040,70752864,False,8,False,0,False,False
1212348,15124520,False,7,False,0,False,False
443349,59071478,False,2,False,1,False,False
204532,45106953,False,3,False,3,False,False
633967,43486388,False,0,False,0,False,False
736346,14479635,True,4,False,0,False,False
882951,39974245,True,2,False,2,False,False
420646,89198996,True,17,False,18,False,False
1007363,68767533,False,0,False,4,False,False
13770,50112589,True,5,False,8,False,False
828142,70752864,False,15,False,0,False,False
796326,52626322,False,19,False,1,False,False
1131499,75567150,False,0,False,1,False,False
958849,76186730,False,2,False,0,False,False
348709,52626322,False,2,False,0,False,False
1217703,36559244,True,14,True,14,False,False
3165,39704412,True,3,False,9,False,False
427109,45655960,False,5,False,9,False,False
441088,73209564,False,1,False,15,False,False
994108,39974245,False,0,False,12,False,False
1043316,69252304,False,1,False,0,False,False
1233616,70108149,False,4,False,36,False,False
942443,76602490,False,0,False,1,False,False
1078706,44319376,False,1,False,5,False,False
674405,52626322,False,2,False,0,False,False
870701,39764686,False,20,True,95,False,False
289702,93292118,True,16,False,8,False,False
1241661,78586348,True,0,False,0,False,False
376521,39704412,False,0,False,0,False,False
348794,74792506,True,0,False,3,False,False
972809,37873718,False,0,False,5,False,False
209404,83247711,False,0,False,5,False,False
707322,76602490,False,7,False,4,False,False
68303,63193884,False,0,False,3,False,False
173118,89198996,True,0,False,5,False,False
533287,76602490,False,10,False,0,False,False
4135,17724475,True,4,False,0,False,False
