,nb_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,num_stars
224,203238,False,medium,high,higher,medium,False,True,higher,lower,higher,higher,False,False,lower,False,False,lower
225,204574,False,high,medium,lower,low,True,False,lower,lower,higher,lower,False,False,lower,False,False,lower
226,204770,False,high,medium,lower,low,False,True,lower,lower,lower,lower,False,False,lower,False,False,lower
227,206260,False,medium,high,lower,medium,False,True,higher,lower,higher,lower,False,False,lower,False,False,lower
228,206261,False,medium,high,lower,medium,False,True,higher,lower,higher,lower,False,False,lower,False,False,lower
229,206794,False,high,medium,higher,medium,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
230,209485,False,high,low,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
231,210672,False,high,medium,lower,medium,False,True,lower,lower,higher,higher,False,False,higher,False,False,lower
232,211019,False,medium,medium,lower,low,False,True,lower,lower,higher,lower,False,False,higher,False,False,lower
233,211266,False,high,low,lower,low,False,True,lower,lower,higher,lower,False,False,higher,False,False,lower
234,211279,False,high,medium,lower,low,False,True,lower,lower,higher,lower,False,True,lower,False,False,lower
235,212789,False,low,medium,lower,low,True,True,lower,lower,higher,lower,False,True,lower,False,False,lower
236,212885,False,high,low,higher,low,False,True,lower,lower,higher,lower,False,True,lower,False,False,lower
237,213161,False,high,low,lower,low,False,True,higher,lower,lower,higher,True,False,higher,False,False,lower
238,213200,False,medium,low,lower,high,False,True,higher,lower,higher,higher,False,False,lower,False,False,lower
239,213976,False,high,high,lower,low,False,True,lower,lower,higher,lower,True,False,lower,False,False,lower
240,214077,False,high,low,lower,high,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
241,216000,False,medium,low,lower,low,False,True,lower,lower,higher,lower,False,True,lower,False,False,lower
242,218003,False,low,high,higher,low,False,False,higher,lower,higher,higher,False,False,lower,False,False,higher
243,218821,False,medium,high,higher,high,False,True,higher,lower,higher,lower,False,False,lower,False,False,higher
244,218974,False,high,medium,lower,medium,False,True,higher,lower,higher,lower,False,True,lower,False,False,lower
245,219701,False,high,high,lower,medium,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
246,219824,False,medium,medium,lower,low,False,True,lower,lower,higher,higher,False,False,higher,False,False,lower
247,219962,False,high,high,lower,medium,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
248,219982,False,high,medium,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
249,220123,False,high,low,lower,low,False,True,lower,lower,lower,higher,False,True,lower,False,False,lower
250,222121,False,low,medium,lower,medium,False,True,higher,lower,higher,lower,False,True,lower,False,False,lower
251,223124,False,medium,medium,lower,low,False,True,higher,lower,higher,higher,False,False,higher,False,False,lower
252,223938,False,medium,medium,lower,low,False,True,lower,lower,lower,higher,False,False,lower,False,False,lower
253,223939,False,medium,medium,lower,low,False,True,lower,lower,lower,lower,False,False,lower,False,False,lower
254,224064,False,low,medium,lower,low,True,True,lower,lower,higher,lower,False,True,lower,False,False,lower
255,224299,False,high,high,lower,high,False,True,higher,lower,higher,lower,False,False,lower,False,False,lower
256,224897,False,high,medium,lower,high,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
257,228196,False,low,medium,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
258,228895,False,medium,medium,lower,low,False,True,lower,lower,higher,lower,False,True,higher,False,False,lower
259,229053,False,high,low,lower,high,False,True,lower,lower,higher,lower,False,True,higher,False,False,lower
260,231383,False,high,medium,lower,low,False,False,lower,lower,lower,lower,True,False,lower,False,False,lower
261,231384,False,high,medium,lower,low,False,False,lower,lower,lower,lower,True,False,lower,False,False,lower
262,231597,False,high,low,lower,low,False,True,lower,lower,higher,lower,False,True,lower,False,False,lower
263,231614,False,high,medium,lower,low,False,False,lower,lower,lower,lower,True,False,lower,False,False,lower
264,231896,False,low,low,lower,low,False,True,lower,higher,higher,lower,False,False,lower,True,False,lower
265,231977,False,medium,high,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
266,232024,False,high,medium,lower,low,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
267,232677,False,high,medium,lower,low,False,False,lower,lower,lower,lower,True,False,lower,False,False,lower
268,233320,False,high,medium,lower,low,True,True,higher,lower,higher,higher,False,False,lower,False,False,higher
269,234799,False,high,low,lower,low,False,False,higher,lower,higher,lower,False,True,lower,False,False,lower
270,235091,False,low,medium,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
271,237737,False,high,high,lower,medium,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
272,238687,False,high,low,lower,high,False,False,lower,lower,higher,lower,False,True,lower,False,False,lower
273,239122,False,medium,low,higher,low,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
274,239423,False,medium,medium,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
275,239538,False,high,medium,lower,medium,False,False,lower,lower,higher,higher,False,True,lower,False,False,lower
276,240297,False,high,medium,lower,high,False,True,higher,lower,higher,lower,False,False,lower,False,False,lower
277,240664,False,medium,medium,lower,low,False,False,lower,lower,higher,lower,False,False,lower,False,False,lower
278,240675,False,medium,high,lower,low,False,True,higher,lower,higher,lower,False,False,higher,False,False,lower
279,240787,False,medium,high,lower,low,False,True,higher,lower,higher,lower,False,False,higher,False,False,lower
280,241212,False,low,medium,lower,low,True,True,lower,lower,higher,lower,True,False,lower,False,False,lower
281,242527,False,high,medium,lower,low,False,False,lower,lower,higher,lower,False,True,lower,False,False,lower
282,243296,False,high,medium,lower,high,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
283,245252,False,high,medium,lower,medium,False,True,lower,lower,higher,lower,False,True,higher,False,False,lower
284,246069,False,high,medium,lower,low,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
285,247883,False,high,high,lower,low,True,True,lower,lower,higher,lower,False,False,higher,False,False,lower
286,248149,False,medium,low,higher,low,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
287,250366,False,medium,medium,higher,medium,False,True,higher,lower,higher,lower,False,False,lower,False,False,lower
288,250743,False,high,medium,lower,low,False,True,lower,lower,higher,lower,False,False,lower,False,False,lower
